정당,Family,Month,Count
대동청년당,외국인,1955-06,0
대동청년당,외국인,1955-07,0
대동청년당,외국인,1955-08,0
대동청년당,외국인,1955-09,0
대동청년당,외국인,1955-10,0
대동청년당,외국인,1955-11,0
대동청년당,외국인,1955-12,0
대동청년당,외국인,1956-01,0
대동청년당,외국인,1956-02,0
대동청년당,외국인,1956-03,0
대동청년당,외국인,1956-04,0
대동청년당,외국인,1956-05,0
대동청년당,외국인,1956-06,0
대동청년당,외국인,1956-07,0
대동청년당,외국인,1956-08,0
대동청년당,외국인,1956-09,0
대동청년당,외국인,1956-10,0
대동청년당,외국인,1956-11,0
대동청년당,외국인,1956-12,0
대동청년당,외국인,1957-01,0
대동청년당,외국인,1957-02,0
대동청년당,외국인,1957-03,0
대동청년당,외국인,1957-04,0
대동청년당,외국인,1957-05,0
대동청년당,외국인,1957-06,0
대동청년당,외국인,1957-07,0
대동청년당,외국인,1957-08,0
대동청년당,외국인,1957-09,0
대동청년당,외국인,1957-10,0
대동청년당,외국인,1957-11,0
대동청년당,외국인,1957-12,0
대동청년당,외국인,1958-01,0
대동청년당,외국인,1958-02,0
대동청년당,외국인,1958-03,0
대동청년당,외국인,1958-04,0
대동청년당,외국인,1958-05,0
대동청년당,외국인,1958-06,0
대동청년당,외국인,1958-07,0
대동청년당,외국인,1958-08,0
대동청년당,외국인,1958-09,0
대동청년당,외국인,1958-10,0
대동청년당,외국인,1958-11,0
대동청년당,외국인,1958-12,0
대동청년당,외국인,1959-01,0
대동청년당,외국인,1959-02,0
대동청년당,외국인,1959-03,0
대동청년당,외국인,1959-04,0
대동청년당,외국인,1959-05,0
대동청년당,외국인,1959-06,0
대동청년당,외국인,1959-07,0
대동청년당,외국인,1959-09,0
대동청년당,외국인,1959-10,0
대동청년당,외국인,1959-11,0
대동청년당,외국인,1959-12,0
대동청년당,외국인,1960-01,0
대동청년당,외국인,1960-02,0
대동청년당,외국인,1960-03,0
대동청년당,외국인,1960-04,0
조선민족청년단,외국인,1948-06,0
조선민족청년단,외국인,1948-07,1
조선민족청년단,외국인,1948-08,0
조선민족청년단,외국인,1948-09,0
조선민족청년단,외국인,1948-10,0
조선민족청년단,외국인,1948-11,1
조선민족청년단,외국인,1948-12,1
조선민족청년단,외국인,1949-01,1
조선민족청년단,외국인,1949-02,0
조선민족청년단,외국인,1949-03,0
조선민족청년단,외국인,1949-04,0
조선민족청년단,외국인,1949-05,0
조선민족청년단,외국인,1949-06,0
조선민족청년단,외국인,1949-07,1
조선민족청년단,외국인,1949-08,0
조선민족청년단,외국인,1949-09,0
조선민족청년단,외국인,1949-10,0
조선민족청년단,외국인,1949-11,1
조선민족청년단,외국인,1949-12,0
조선민족청년단,외국인,1950-01,0
조선민족청년단,외국인,1950-02,0
조선민족청년단,외국인,1950-03,0
조선민족청년단,외국인,1950-04,0
조선민족청년단,외국인,1950-06,0
조선민족청년단,외국인,1950-10,0
조선민족청년단,외국인,1950-11,0
조선민족청년단,외국인,1950-12,0
조선민족청년단,외국인,1951-01,0
조선민족청년단,외국인,1951-02,0
조선민족청년단,외국인,1951-03,0
조선민족청년단,외국인,1951-04,0
조선민족청년단,외국인,1951-05,0
조선민족청년단,외국인,1951-06,0
조선민족청년단,외국인,1951-07,0
조선민족청년단,외국인,1951-08,0
조선민족청년단,외국인,1951-09,0
조선민족청년단,외국인,1951-10,0
조선민족청년단,외국인,1951-11,0
조선민족청년단,외국인,1951-12,0
조선민족청년단,외국인,1952-01,0
조선민족청년단,외국인,1952-02,0
조선민족청년단,외국인,1952-03,0
조선민족청년단,외국인,1952-04,0
조선민족청년단,외국인,1952-05,0
조선민족청년단,외국인,1952-06,0
조선민족청년단,외국인,1952-07,0
조선민족청년단,외국인,1952-08,0
조선민족청년단,외국인,1952-09,0
조선민족청년단,외국인,1952-10,0
조선민족청년단,외국인,1952-11,0
조선민족청년단,외국인,1952-12,0
조선민족청년단,외국인,1953-01,0
조선민족청년단,외국인,1953-02,0
조선민족청년단,외국인,1953-03,0
조선민족청년단,외국인,1953-04,0
조선민족청년단,외국인,1953-05,0
조선민족청년단,외국인,1953-06,0
조선민족청년단,외국인,1953-07,0
조선민족청년단,외국인,1953-08,0
조선민족청년단,외국인,1953-09,0
조선민족청년단,외국인,1953-10,0
조선민족청년단,외국인,1953-11,0
조선민족청년단,외국인,1953-12,0
조선민족청년단,외국인,1954-01,0
조선민족청년단,외국인,1954-02,0
조선민족청년단,외국인,1954-03,0
조선민족청년단,외국인,1954-04,0
조선민족청년단,외국인,1954-05,0
조선민족청년단,외국인,1954-06,0
조선민족청년단,외국인,1954-07,0
조선민족청년단,외국인,1954-08,0
조선민족청년단,외국인,1954-09,0
조선민족청년단,외국인,1954-10,0
조선민족청년단,외국인,1954-11,0
조선민족청년단,외국인,1954-12,0
조선민족청년단,외국인,1955-01,0
조선민족청년단,외국인,1955-02,0
조선민족청년단,외국인,1955-03,0
조선민족청년단,외국인,1955-04,0
조선민족청년단,외국인,1955-05,0
조선민족청년단,외국인,1955-06,0
조선민족청년단,외국인,1955-07,0
조선민족청년단,외국인,1955-08,0
조선민족청년단,외국인,1955-09,0
조선민족청년단,외국인,1955-10,0
조선민족청년단,외국인,1955-11,0
조선민족청년단,외국인,1955-12,0
조선민족청년단,외국인,1956-01,0
조선민족청년단,외국인,1956-02,0
조선민족청년단,외국인,1956-03,0
조선민족청년단,외국인,1956-04,0
조선민족청년단,외국인,1956-05,0
조선민족청년단,외국인,1956-06,0
조선민족청년단,외국인,1956-07,0
조선민족청년단,외국인,1956-08,0
조선민족청년단,외국인,1956-09,0
조선민족청년단,외국인,1956-10,0
조선민족청년단,외국인,1956-11,0
조선민족청년단,외국인,1956-12,0
조선민족청년단,외국인,1957-01,0
조선민족청년단,외국인,1957-02,0
조선민족청년단,외국인,1957-03,0
조선민족청년단,외국인,1957-04,0
조선민족청년단,외국인,1957-05,0
조선민족청년단,외국인,1957-06,0
조선민족청년단,외국인,1957-07,0
조선민족청년단,외국인,1957-08,0
조선민족청년단,외국인,1957-09,0
조선민족청년단,외국인,1957-10,0
조선민족청년단,외국인,1957-11,0
조선민족청년단,외국인,1957-12,0
조선민족청년단,외국인,1958-01,0
조선민족청년단,외국인,1958-02,0
조선민족청년단,외국인,1958-03,0
조선민족청년단,외국인,1958-04,0
조선민족청년단,외국인,1958-05,0
조선민족청년단,외국인,1958-06,0
조선민족청년단,외국인,1958-07,0
조선민족청년단,외국인,1958-08,0
조선민족청년단,외국인,1958-09,0
조선민족청년단,외국인,1958-10,0
조선민족청년단,외국인,1958-11,0
조선민족청년단,외국인,1958-12,0
조선민족청년단,외국인,1959-01,0
조선민족청년단,외국인,1959-02,0
조선민족청년단,외국인,1959-03,0
조선민족청년단,외국인,1959-04,0
조선민족청년단,외국인,1959-05,0
조선민족청년단,외국인,1959-06,0
조선민족청년단,외국인,1959-07,0
조선민족청년단,외국인,1959-09,0
조선민족청년단,외국인,1959-10,0
조선민족청년단,외국인,1959-11,0
조선민족청년단,외국인,1959-12,0
조선민족청년단,외국인,1960-01,0
조선민족청년단,외국인,1960-02,0
조선민족청년단,외국인,1960-03,0
조선민족청년단,외국인,1960-04,0
대한청년단,외국인,1948-06,0
대한청년단,외국인,1948-07,0
대한청년단,외국인,1948-08,0
대한청년단,외국인,1948-09,0
대한청년단,외국인,1948-10,0
대한청년단,외국인,1948-11,0
대한청년단,외국인,1948-12,0
대한청년단,외국인,1949-01,0
대한청년단,외국인,1949-02,0
대한청년단,외국인,1949-03,0
대한청년단,외국인,1949-04,0
대한청년단,외국인,1949-05,0
대한청년단,외국인,1949-06,0
대한청년단,외국인,1949-07,0
대한청년단,외국인,1949-08,0
대한청년단,외국인,1949-09,0
대한청년단,외국인,1949-10,0
대한청년단,외국인,1949-11,0
대한청년단,외국인,1949-12,0
대한청년단,외국인,1950-01,0
대한청년단,외국인,1950-02,0
대한청년단,외국인,1950-03,0
대한청년단,외국인,1950-04,0
대한청년단,외국인,1950-06,0
대한청년단,외국인,1950-10,0
대한청년단,외국인,1950-11,0
대한청년단,외국인,1950-12,0
대한청년단,외국인,1951-01,1
대한청년단,외국인,1951-02,0
대한청년단,외국인,1951-03,0
대한청년단,외국인,1951-04,1
대한청년단,외국인,1951-05,0
대한청년단,외국인,1951-06,0
대한청년단,외국인,1951-07,0
대한청년단,외국인,1951-08,0
대한청년단,외국인,1951-09,0
대한청년단,외국인,1951-10,0
대한청년단,외국인,1951-11,1
대한청년단,외국인,1951-12,0
대한청년단,외국인,1952-01,0
대한청년단,외국인,1952-02,0
대한청년단,외국인,1952-03,0
대한청년단,외국인,1952-04,0
대한청년단,외국인,1952-05,0
대한청년단,외국인,1952-06,0
대한청년단,외국인,1952-07,0
대한청년단,외국인,1952-08,0
대한청년단,외국인,1952-09,0
대한청년단,외국인,1952-10,1
대한청년단,외국인,1952-11,0
대한청년단,외국인,1952-12,0
대한청년단,외국인,1953-01,1
대한청년단,외국인,1953-02,0
대한청년단,외국인,1953-03,0
대한청년단,외국인,1953-04,1
대한청년단,외국인,1953-05,0
대한청년단,외국인,1953-06,0
대한청년단,외국인,1953-07,0
대한청년단,외국인,1953-08,0
대한청년단,외국인,1953-09,0
대한청년단,외국인,1953-10,0
대한청년단,외국인,1953-11,1
대한청년단,외국인,1953-12,0
대한청년단,외국인,1954-01,0
대한청년단,외국인,1954-02,0
대한청년단,외국인,1954-03,0
대한청년단,외국인,1954-04,0
대한청년단,외국인,1954-05,0
대한청년단,외국인,1954-06,0
대한청년단,외국인,1954-07,0
대한청년단,외국인,1954-08,0
대한청년단,외국인,1954-09,0
대한청년단,외국인,1954-10,0
대한청년단,외국인,1954-11,0
대한청년단,외국인,1954-12,0
대한청년단,외국인,1955-01,0
대한청년단,외국인,1955-02,0
대한청년단,외국인,1955-03,0
대한청년단,외국인,1955-04,0
대한청년단,외국인,1955-05,0
대한청년단,외국인,1955-06,0
대한청년단,외국인,1955-07,0
대한청년단,외국인,1955-08,0
대한청년단,외국인,1955-09,0
대한청년단,외국인,1955-10,0
대한청년단,외국인,1955-11,0
대한청년단,외국인,1955-12,0
대한청년단,외국인,1956-01,0
대한청년단,외국인,1956-02,0
대한청년단,외국인,1956-03,0
대한청년단,외국인,1956-04,0
대한청년단,외국인,1956-05,0
대한청년단,외국인,1956-06,0
대한청년단,외국인,1956-07,0
대한청년단,외국인,1956-08,0
대한청년단,외국인,1956-09,0
대한청년단,외국인,1956-10,0
대한청년단,외국인,1956-11,0
대한청년단,외국인,1956-12,0
대한청년단,외국인,1957-01,0
대한청년단,외국인,1957-02,0
대한청년단,외국인,1957-03,0
대한청년단,외국인,1957-04,0
대한청년단,외국인,1957-05,0
대한청년단,외국인,1957-06,0
대한청년단,외국인,1957-07,0
대한청년단,외국인,1957-08,0
대한청년단,외국인,1957-09,0
대한청년단,외국인,1957-10,0
대한청년단,외국인,1957-11,0
대한청년단,외국인,1957-12,0
대한청년단,외국인,1958-01,0
대한청년단,외국인,1958-02,0
대한청년단,외국인,1958-03,0
대한청년단,외국인,1958-04,0
대한청년단,외국인,1958-05,0
대한청년단,외국인,1958-06,0
대한청년단,외국인,1958-07,0
대한청년단,외국인,1958-08,0
대한청년단,외국인,1958-09,0
대한청년단,외국인,1958-10,0
대한청년단,외국인,1958-11,0
대한청년단,외국인,1958-12,0
대한청년단,외국인,1959-01,0
대한청년단,외국인,1959-02,0
대한청년단,외국인,1959-03,0
대한청년단,외국인,1959-04,0
대한청년단,외국인,1959-05,0
대한청년단,외국인,1959-06,0
대한청년단,외국인,1959-07,0
대한청년단,외국인,1959-09,0
대한청년단,외국인,1959-10,0
대한청년단,외국인,1959-11,0
대한청년단,외국인,1959-12,0
대한청년단,외국인,1960-01,0
대한청년단,외국인,1960-02,0
대한청년단,외국인,1960-03,0
대한청년단,외국인,1960-04,0
국민당,외국인,1948-06,0
국민당,외국인,1948-07,0
국민당,외국인,1948-08,0
국민당,외국인,1948-09,0
국민당,외국인,1948-10,0
국민당,외국인,1948-11,0
국민당,외국인,1948-12,0
국민당,외국인,1949-01,0
국민당,외국인,1949-02,0
국민당,외국인,1949-03,0
국민당,외국인,1949-04,0
국민당,외국인,1949-05,0
국민당,외국인,1949-06,0
국민당,외국인,1949-07,0
국민당,외국인,1949-08,0
국민당,외국인,1949-09,0
국민당,외국인,1949-10,0
국민당,외국인,1949-11,0
국민당,외국인,1949-12,0
국민당,외국인,1950-01,0
국민당,외국인,1950-02,0
국민당,외국인,1950-03,0
국민당,외국인,1950-04,0
국민당,외국인,1950-06,0
국민당,외국인,1950-10,0
국민당,외국인,1950-11,0
국민당,외국인,1950-12,0
국민당,외국인,1951-01,0
국민당,외국인,1951-02,0
국민당,외국인,1951-03,0
국민당,외국인,1951-04,0
국민당,외국인,1951-05,0
국민당,외국인,1951-06,0
국민당,외국인,1951-07,0
국민당,외국인,1951-08,0
국민당,외국인,1951-09,0
국민당,외국인,1951-10,0
국민당,외국인,1951-11,0
국민당,외국인,1951-12,0
국민당,외국인,1952-01,0
국민당,외국인,1952-02,0
국민당,외국인,1952-03,0
국민당,외국인,1952-04,0
국민당,외국인,1952-05,0
국민당,외국인,1952-06,0
국민당,외국인,1952-07,0
국민당,외국인,1952-08,0
국민당,외국인,1952-09,0
국민당,외국인,1952-10,0
국민당,외국인,1952-11,0
국민당,외국인,1952-12,0
국민당,외국인,1953-01,0
국민당,외국인,1953-02,0
국민당,외국인,1953-03,0
국민당,외국인,1953-04,0
국민당,외국인,1953-05,0
국민당,외국인,1953-06,0
국민당,외국인,1953-07,0
국민당,외국인,1953-08,0
국민당,외국인,1953-09,0
국민당,외국인,1953-10,0
국민당,외국인,1953-11,0
국민당,외국인,1953-12,0
국민당,외국인,1954-01,0
국민당,외국인,1954-02,0
국민당,외국인,1954-03,0
국민당,외국인,1954-04,0
국민당,외국인,1954-05,0
국민당,외국인,1954-06,0
국민당,외국인,1954-07,0
국민당,외국인,1954-08,0
국민당,외국인,1954-09,1
국민당,외국인,1954-10,0
국민당,외국인,1954-11,0
국민당,외국인,1954-12,0
국민당,외국인,1955-01,1
국민당,외국인,1955-02,0
국민당,외국인,1955-03,0
국민당,외국인,1955-04,0
국민당,외국인,1955-05,1
